section,Authors,Author full names,Author(s) ID,Title,Year,Source title
Biomonitoring,Leite B.R.; Duarte S.; Troncoso J.S.; Costa F.O.,"Leite, Barbara R. (57193605328); Duarte, Sofia (23088270700); Troncoso, Jesús S. (7005194764); Costa, Filipe O. (7201976261)",57193605328; 23088270700; 7005194764; 7201976261,Artificial Seaweed Substrates Complement ARMS in DNA Metabarcoding-Based Monitoring of Temperate Coastal Macrozoobenthos,2023,Diversity
Biomonitoring,Yang J.; Zhang L.; Mu Y.; Wang J.; Yu H.; Zhang X.,"Yang, Jianghua (57051677500); Zhang, Lijuan (57221557061); Mu, Yawen (58066836100); Wang, Jiangye (58246802400); Yu, Hongxia (7405852208); Zhang, Xiaowei (55715442700)",57051677500; 57221557061; 58066836100; 58246802400; 7405852208; 55715442700,Unsupervised biological integrity assessment by eDNA biomonitoring of multi-trophic aquatic taxa,2023,Environment International
Biomonitoring,He X.; Jeffery N.W.; Stanley R.R.E.; Hamilton L.C.; Rubidge E.M.; Abbott C.L.,"He, X. (37070594600); Jeffery, N.W. (57211516798); Stanley, R.R.E. (55885786200); Hamilton, L.C. (7101728679); Rubidge, E.M. (6506308522); Abbott, C.L. (55293824600)",37070594600; 57211516798; 55885786200; 7101728679; 6506308522; 55293824600,EDNA metabarcoding enriches traditional trawl survey data for monitoring biodiversity in the marine environment,2023,ICES Journal of Marine Science
Biomonitoring,Lynggaard C.; Frøslev T.G.; Johnson M.S.; Olsen M.T.; Bohmann K.,"Lynggaard, Christina (57207223977); Frøslev, Tobias Guldberg (8974055200); Johnson, Matthew S. (57202312455); Olsen, Morten Tange (55351754300); Bohmann, Kristine (43261173100)",57207223977; 8974055200; 57202312455; 55351754300; 43261173100,Airborne environmental DNA captures terrestrial vertebrate diversity in nature,2024,Molecular Ecology Resources
Biomonitoring,Suzzi A.L.; Huggett M.J.; Gaston T.F.; MacFarlane G.R.; Alam M.R.; Gibb J.; Stat M.,"Suzzi, Alessandra L. (57381520400); Huggett, Megan J. (8948079500); Gaston, Troy F. (57225085151); MacFarlane, Geoff R. (7101693449); Alam, Md Rushna (57218931362); Gibb, Jodie (58180471400); Stat, Michael (14326104400)",57381520400; 8948079500; 57225085151; 7101693449; 57218931362; 58180471400; 14326104400,eDNA metabarcoding reveals shifts in sediment eukaryote communities in a metal contaminated estuary,2023,Marine Pollution Bulletin
Biomonitoring,He W.; Wang L.; Ou D.; Li W.; Huang H.; Ou R.; Qiu J.; Cai L.; Lin L.; Zhang Y.,"He, Weiyi (58308390100); Wang, Lei (58458254600); Ou, Danyun (56145075700); Li, Weiwen (56512430300); Huang, Hao (55738283500); Ou, Rimei (57942281200); Qiu, Jinli (57942281300); Cai, Lei (57942918900); Lin, Lianghua (58307743000); Zhang, Yanxu (58309043500)",58308390100; 58458254600; 56145075700; 56512430300; 55738283500; 57942281200; 57942281300; 57942918900; 58307743000; 58309043500,Fish Diversity Monitoring Using Environmental DNA Techniques in the Clarion–Clipperton Zone of the Pacific Ocean,2023,Water (Switzerland)
Biomonitoring,Sickel W.; Kulow J.; Krüger L.; Dieker P.,"Sickel, Wiebke (56608951100); Kulow, Josephine (58159185300); Krüger, Lasse (58756632300); Dieker, Petra (35263742000)",56608951100; 58159185300; 58756632300; 35263742000,"BEE-quest of the nest: A novel method for eDNA-based, nonlethal detection of cavity-nesting hymenopterans and other arthropods",2023,Environmental DNA
Biomonitoring,Davison P.I.; Copp G.H.,"Davison, Phil I. (22834004800); Copp, Gordon H. (7004852027)",22834004800; 7004852027,A rapid assessment of non-native fish distributions in two English river basins using environmental DNA,2023,Journal of Vertebrate Biology
Biomonitoring,Bessell T.J.; Appleyard S.A.; Stuart-Smith R.D.; Johnson O.J.; Ling S.D.; Heather F.J.; Lynch T.P.; Barrett N.S.; Stuart-Smith J.,"Bessell, Tyson J. (57219941435); Appleyard, Sharon A. (7003833602); Stuart-Smith, Rick D. (6507368501); Johnson, Olivia J. (57979058500); Ling, Scott D. (55530913300); Heather, Freddie J. (57202035958); Lynch, Tim P. (7203057767); Barrett, Neville S. (7102133208); Stuart-Smith, Jemina (16318141300)",57219941435; 7003833602; 6507368501; 57979058500; 55530913300; 57202035958; 7203057767; 7102133208; 16318141300,Using eDNA and SCUBA surveys for detection and monitoring of a threatened marine cryptic fish,2023,Aquatic Conservation: Marine and Freshwater Ecosystems
Biomonitoring,Strutzenberger P.; Brigitte G.; Bodner F.; Fabian B.; Daniel J.; Fiedler K.,"Strutzenberger, Patrick (36344159600); Brigitte, Gottsberger (58692005900); Bodner, Florian (36343246000); Fabian, Bartusel (58692006000); Daniel, Jerga (58692006100); Fiedler, Konrad (7102213596)",36344159600; 58692005900; 36343246000; 58692006000; 58692006100; 7102213596,DNA metabarcoding of light trap samples vs. morphological species identification,2023,Ecological Entomology
Biomonitoring,Okanishi M.; Kohtsuka H.; Wu Q.; Shinji J.; Shibata N.; Tamada T.; Nakano T.; Minamoto T.,"Okanishi, Masanori (54887251200); Kohtsuka, Hisanori (9236165800); Wu, Qianqian (57201431927); Shinji, Junpei (26642758800); Shibata, Naoki (57202582544); Tamada, Takashi (58238039800); Nakano, Tomoyuki (35771328300); Minamoto, Toshifumi (25639837900)",54887251200; 9236165800; 57201431927; 26642758800; 57202582544; 58238039800; 35771328300; 25639837900,"Development of two new sets of PCR primers for eDNA metabarcoding of brittle stars (Echinodermata, Ophiuroidea)",2023,Metabarcoding and Metagenomics
Biomonitoring,Boardman L.; Marcelino J.A.P.; Valentin R.E.; Boncristiani H.; Standley J.M.; Ellis J.D.,"Boardman, Leigh (36514168000); Marcelino, Jose A. P. (26030035500); Valentin, Rafael E. (57130427500); Boncristiani, Humberto (27067505300); Standley, Jennifer M. (55681399300); Ellis, James D. (7402714715)",36514168000; 26030035500; 57130427500; 27067505300; 55681399300; 7402714715,Novel eDNA approaches to monitor Western honey bee (Apis mellifera L.) microbial and arthropod communities,2023,Environmental DNA
Biomonitoring,Pinna M.; Zangaro F.; Saccomanno B.; Scalone C.; Bozzeda F.; Fanini L.; Specchia V.,"Pinna, Maurizio (6603928331); Zangaro, Francesco (57205570292); Saccomanno, Benedetta (58442548300); Scalone, Chiara (58110508000); Bozzeda, Fabio (55922166600); Fanini, Lucia (9242655900); Specchia, Valeria (7006251580)",6603928331; 57205570292; 58442548300; 58110508000; 55922166600; 9242655900; 7006251580,An Overview of Ecological Indicators of Fish to Evaluate the Anthropogenic Pressures in Aquatic Ecosystems: From Traditional to Innovative DNA-Based Approaches,2023,Water (Switzerland)
Biomonitoring,von der Heyden S.; Neef G.; Grevesse T.; Cwecwe Y.; Sado T.; Miya M.; Mosie I.; Creer S.; Skelton P.; von Brandis R.,"von der Heyden, Sophie (15133360200); Neef, Götz (57203412440); Grevesse, Thomas (57946858100); Cwecwe, Yandisa (58725322500); Sado, Tetsuya (8611680800); Miya, Masaki (7005173446); Mosie, Ineelo (56014351200); Creer, Simon (57188762757); Skelton, Paul (56249358500); von Brandis, Rainer (58724935500)",15133360200; 57203412440; 57946858100; 58725322500; 8611680800; 7005173446; 56014351200; 57188762757; 56249358500; 58724935500,Environmental DNA biomonitoring in biodiversity hotspots: A case study of fishes of the Okavango Delta,2023,Environmental DNA
Biomonitoring,Mousavi-Derazmahalleh M.; Ellis R.J.; D’Rozario B.L.; Berry T.E.; Peverley G.; Dawkins K.L.; Campbell M.; White N.E.; Allentoft M.E.,"Mousavi-Derazmahalleh, M. (57200292744); Ellis, R.J. (56799713100); D’Rozario, B.L. (58315786200); Berry, T.E. (57190873887); Peverley, G. (57224480247); Dawkins, K.L. (36508585200); Campbell, M. (57211516792); White, N.E. (37065418600); Allentoft, M.E. (57218390316)",57200292744; 56799713100; 58315786200; 57190873887; 57224480247; 36508585200; 57211516792; 37065418600; 57218390316,Rock pools as a source of environmental DNA for the detection of the threatened Pilbara olive python (Liasis olivaceus barroni),2023,Frontiers in Environmental Science
Biomonitoring,Allen M.C.; Lockwood J.L.; Kwait R.; Vastano A.R.; Peterson D.L.; Tkacenko L.A.; Kisurin A.; Stringham O.; Angle J.; Jaffe B.,"Allen, Michael C. (55447413900); Lockwood, Julie L. (7102841592); Kwait, Robert (57450942700); Vastano, Anthony R. (57126086700); Peterson, Donnie L. (57077652700); Tkacenko, Leon A. (58685800000); Kisurin, Alex (57870267500); Stringham, Oliver (56433418500); Angle, Jordan (57193762858); Jaffe, Benjamin (23980062800)",55447413900; 7102841592; 57450942700; 57126086700; 57077652700; 58685800000; 57870267500; 56433418500; 57193762858; 23980062800,Using surface environmental DNA to assess arthropod biodiversity within a forested ecosystem,2023,Environmental DNA
Biomonitoring,Mangan A.M.; Kronenberger J.A.; Plummer I.H.; Wilcox T.M.; Piaggio A.J.,"Mangan, Anna M. (56262312800); Kronenberger, John A. (56023177700); Plummer, Ian H. (57195259752); Wilcox, Taylor M. (55906070800); Piaggio, Antoinette J. (9249231300)",56262312800; 56023177700; 57195259752; 55906070800; 9249231300,Validation of a nutria (Myocastor coypus) environmental DNA assay highlights considerations for sampling methodology,2023,Environmental DNA
Biomonitoring,Rojahn J.; Trujillo-González A.; Gleeson D.; Cutter N.; Furlan E.M.,"Rojahn, Jack (57204787084); Trujillo-González, Alejandro (56711243100); Gleeson, Dianne (7005315532); Cutter, Nathan (57993795000); Furlan, Elise M. (35147967700)",57204787084; 56711243100; 7005315532; 57993795000; 35147967700,"Does mesocosm validation of environmental DNA methods translate to natural environment monitoring applications? A case study detecting a high-profile invader; the red eared slider turtle, Trachemys scripta elegans, in Australia",2023,Conservation Genetics Resources
Biomonitoring,Wang L.; Wan F.; Qian W.,"Wang, Linjing (58749925800); Wan, Fanghao (58718347100); Qian, Wanqiang (57194770166)",58749925800; 58718347100; 57194770166,Research and prospects of environmental DNA (eDNA) for detection of invasive aquatic species in East Asia,2023,Frontiers in Marine Science
Biomonitoring,Sahu A.; Kumar N.; Pal Singh C.; Singh M.,"Sahu, Ashish (58037786400); Kumar, Neelesh (58026200100); Pal Singh, Chandra (58037786500); Singh, Mahender (57226622468)",58037786400; 58026200100; 58037786500; 57226622468,Environmental DNA (eDNA): Powerful technique for biodiversity conservation,2023,Journal for Nature Conservation
Biomonitoring,Roesma D.I.; Tjong D.H.; Syaifullah; Nofrita; Janra M.N.; Prawira F.D.L.; Salis V.M.; Aidil D.R.,"Roesma, Dewi Imelda (56641646000); Tjong, Djong Hon (18233717300); Syaifullah (57190367510); Nofrita (57218375929); Janra, Muhammad Nazri (55941897100); Prawira, Furqan Dwiki Lintang (58284573400); Salis, Viola Mutiara (58234845000); Aidil, Dyta Rabbani (57200968932)",56641646000; 18233717300; 57190367510; 57218375929; 55941897100; 58284573400; 58234845000; 57200968932,The importance of DNA barcode reference libraries and selection primer pair in monitoring fish diversity using environmental DNA metabarcoding,2023,Biodiversitas
Biomonitoring,Sire L.; Yáñez P.S.; Bézier A.; Courtial B.; Mbedi S.; Sparmann S.; Larrieu L.; Rougerie R.; Bouget C.; Monaghan M.T.; Herniou E.A.; Lopez-Vaamonde C.,"Sire, Lucas (57208530879); Yáñez, Paul Schmidt (57222311985); Bézier, Annie (57195528711); Courtial, Béatrice (6506655692); Mbedi, Susan (8356794200); Sparmann, Sarah (58177457400); Larrieu, Laurent (16316407500); Rougerie, Rodolphe (57203785572); Bouget, Christophe (9434541800); Monaghan, Michael T. (9846606200); Herniou, Elisabeth A. (57203614555); Lopez-Vaamonde, Carlos (6601989128)",57208530879; 57222311985; 57195528711; 6506655692; 8356794200; 58177457400; 16316407500; 57203785572; 9434541800; 9846606200; 57203614555; 6601989128,Persisting roadblocks in arthropod monitoring using non-destructive metabarcoding from collection media of passive traps,2023,PeerJ
Biomonitoring,Mugnai F.; Mikac B.; Colangelo M.A.; Matterson K.O.; Abbiati M.; Costantini F.,"Mugnai, Francesco (26422443900); Mikac, Barbara (6602760626); Colangelo, Marina Antonia (6701410890); Matterson, Kenan Oguz (55836533300); Abbiati, Marco (6602994861); Costantini, Federica (13612499300)",26422443900; 6602760626; 6701410890; 55836533300; 6602994861; 13612499300,Integrative taxonomy approach to detect spatial and temporal variability of the Mediterranean benthic communities through artificial substrate units (ASUs),2023,Frontiers in Marine Science
Biomonitoring,Ruppert L.-S.; Segelbacher G.; Staab M.; Winiger N.,"Ruppert, Laura-Sophia (57946645500); Segelbacher, Gernot (6602630273); Staab, Michael (49362172000); Winiger, Nathalie (57208644564)",57946645500; 6602630273; 49362172000; 57208644564,Gauging DNA degradation among common insect trap preservatives,2023,Entomologia Experimentalis et Applicata
Biomonitoring,Zhang S.; Cao Y.; Chen B.; Jiang P.; Fang L.; Li H.; Chen Z.; Xu S.; Li M.,"Zhang, Shuai (57268302900); Cao, Yiting (58730114400); Chen, Bingyao (56164866300); Jiang, Peiwen (57895935700); Fang, Liang (55341737600); Li, Hongting (57434407600); Chen, Zuozhi (8511903000); Xu, Shannan (23491160200); Li, Min (56908414400)",57268302900; 58730114400; 56164866300; 57895935700; 55341737600; 57434407600; 8511903000; 23491160200; 56908414400,Assessing the potential use of environmental DNA for multifaceted genetic monitoring of cetaceans: Example of a wandering whale in a highly disturbed bay area,2023,Ecological Indicators
Biomonitoring,Batchelor K.L.; Bell K.L.; Campos M.; Webber B.L.,"Batchelor, Kathryn L. (14821943800); Bell, Karen L. (55131556400); Campos, Mariana (57217335726); Webber, Bruce L. (15726487500)",14821943800; 55131556400; 57217335726; 15726487500,Can honey bees be used to detect rare plants? Taking an eDNA approach to find the last plants in a weed eradication program,2023,Environmental DNA
Biomonitoring,Levy N.; Simon-Blecher N.; Ben-Ezra S.; Yuval M.; Doniger T.; Leray M.; Karako-Lampert S.; Tarazi E.; Levy O.,"Levy, Natalie (7202957439); Simon-Blecher, Noa (6602841883); Ben-Ezra, Shachaf (57917171700); Yuval, Matan (57202276456); Doniger, Tirza (8337182200); Leray, Matthieu (26024326900); Karako-Lampert, Sarit (8221376300); Tarazi, Ezri (57209282774); Levy, Oren (57203050493)",7202957439; 6602841883; 57917171700; 57202276456; 8337182200; 26024326900; 8221376300; 57209282774; 57203050493,Evaluating biodiversity for coral reef reformation and monitoring on complex 3D structures using environmental DNA (eDNA) metabarcoding,2023,Science of the Total Environment
Biomonitoring,Sickel W.; Zizka V.; Scherges A.; Bourlat S.J.; Dieker P.,"Sickel, Wiebke (56608951100); Zizka, Vera (57200083416); Scherges, Alice (57194508409); Bourlat, Sarah J. (6506594401); Dieker, Petra (35263742000)",56608951100; 57200083416; 57194508409; 6506594401; 35263742000,Abundance estimation with DNA metabarcoding – recent advancements for terrestrial arthropods,2023,Metabarcoding and Metagenomics
Biomonitoring,Yoshida T.; Kawato M.; Fujiwara Y.; Nagano Y.; Tsuchida S.; Yabuki A.,"Yoshida, Takao (7501317401); Kawato, Masaru (57147039100); Fujiwara, Yoshihiro (35275024500); Nagano, Yuriko (35799828100); Tsuchida, Shinji (7202815044); Yabuki, Akinori (22137318300)",7501317401; 57147039100; 35275024500; 35799828100; 7202815044; 22137318300,Optimization of environmental DNA analysis using pumped deep-sea water for the monitoring of fish biodiversity,2023,Frontiers in Marine Science
Biomonitoring,Steiner K.; Drinan T.; Zaiko A.; Burton T.; Clearwater S.J.; Stocker M.G.; McMillan M.; Bayer T.K.; Vandergoes M.J.; Wood S.A.,"Steiner, Konstanze (56396268100); Drinan, Tom (55102797600); Zaiko, Anastasija (12902550200); Burton, Tracey (58151414500); Clearwater, Susan J. (6701423622); Stocker, Michael G. (58150801900); McMillan, Michael (58151255100); Bayer, Tina K. (25931474600); Vandergoes, Marcus J. (6508381649); Wood, Susanna A. (15766631100)",56396268100; 55102797600; 12902550200; 58151414500; 6701423622; 58150801900; 58151255100; 25931474600; 6508381649; 15766631100,Heterogenous distribution of kākahi (freshwater mussel Echyridella menziesii) environmental DNA in 5 New Zealand lakes of differing size and geomorphology,2023,Freshwater Science
Biomonitoring,Bohmann K.; Lynggaard C.,"Bohmann, Kristine (43261173100); Lynggaard, Christina (57207223977)",43261173100; 57207223977,Transforming terrestrial biodiversity surveys using airborne eDNA,2023,Trends in Ecology and Evolution
Biomonitoring,Métris K.L.; Métris J.,"Métris, Kimberly L. (57217202864); Métris, Jérémy (58220264700)",57217202864; 58220264700,Aircraft surveys for air eDNA: probing biodiversity in the sky,2023,PeerJ
Biomonitoring,Newton J.P.; Bateman P.W.; Heydenrych M.J.; Kestel J.H.; Dixon K.W.; Prendergast K.S.; White N.E.; Nevill P.,"Newton, Joshua P. (57760269800); Bateman, Philip W. (7006469998); Heydenrych, Matthew J. (57221386855); Kestel, Joshua H. (57223109275); Dixon, Kingsley W. (35556048900); Prendergast, Kit S. (57201793484); White, Nicole E. (37065418600); Nevill, Paul (25630973000)",57760269800; 7006469998; 57221386855; 57223109275; 35556048900; 57201793484; 37065418600; 25630973000,Monitoring the birds and the bees: Environmental DNA metabarcoding of flowers detects plant–animal interactions,2023,Environmental DNA
Biomonitoring,Jensen M.R.; Høgslund S.; Knudsen S.W.; Nielsen J.; Møller P.R.; Rysgaard S.; Thomsen P.F.,"Jensen, Mads Reinholdt (57202260871); Høgslund, Signe (23990540900); Knudsen, Steen Wilhelm (16836501300); Nielsen, Julius (55974488100); Møller, Peter Rask (57217692055); Rysgaard, Søren (7003698344); Thomsen, Philip Francis (8392194400)",57202260871; 23990540900; 16836501300; 55974488100; 57217692055; 7003698344; 8392194400,Distinct latitudinal community patterns of Arctic marine vertebrates along the East Greenlandic coast detected by environmental DNA,2023,Diversity and Distributions
